0	0	6.78816e+08
0	1	100640
0	2	16327.3
0	3	3047.86
0	4	4820.74
0	5	5885.29
0	6	2339.83
0	7	2576.61
0	8	874.231
0	9	1856.58
0	10	1834.35
0	11	73.557
0	12	317.513
0	13	964.105
0	14	480.222
0	15	513.636
0	16	80.1835
0	17	443.48
0	18	552.363
0	19	396.746
0	20	652.801
0	21	396.499
0	22	396.499
0	23	652.801
0	24	396.746
0	25	552.363
0	26	443.48
0	27	80.1835
0	28	513.636
0	29	480.222
0	30	964.105
0	31	317.513
0	32	73.557
0	33	1834.35
0	34	1856.58
0	35	874.231
0	36	2576.61
0	37	2339.83
0	38	5885.29
0	39	4820.74
0	40	3047.86
0	41	16327.3
0	42	100640
1	0	102036
1	1	109076
1	2	8074.86
1	3	4170.09
1	4	1838.89
1	5	4153.39
1	6	3895.46
1	7	4953.01
1	8	1644.09
1	9	408.592
1	10	1461.15
1	11	292.251
1	12	265.365
1	13	402.64
1	14	514.991
1	15	935.414
1	16	1241.04
1	17	762.167
1	18	221.074
1	19	344.741
1	20	755.998
1	21	293.085
1	22	182.671
1	23	922.169
1	24	455.844
1	25	461.577
1	26	433.58
1	27	1411.82
1	28	1113.96
1	29	1186.8
1	30	192.16
1	31	461.395
1	32	209.235
1	33	729.746
1	34	3354.79
1	35	1406.18
1	36	1167.54
1	37	4820.02
1	38	3042.07
1	39	6252.67
1	40	11293.8
1	41	10515.2
1	42	6659.99
2	0	7734.62
2	1	3701.55
2	2	7269.99
2	3	3577.56
2	4	6315.32
2	5	3240
2	6	2948.18
2	7	1414.66
2	8	1371.13
2	9	483.995
2	10	768.035
2	11	722.664
2	12	86.5704
2	13	624.451
2	14	809.397
2	15	233
2	16	952.406
2	17	716.986
2	18	484.032
2	19	78.5723
2	20	102.698
2	21	1453.16
2	22	366.56
2	23	563.465
2	24	859.722
2	25	253.023
2	26	527.525
2	27	285.836
2	28	613.887
2	29	197.791
2	30	427.37
2	31	829.374
2	32	776.053
2	33	197.541
2	34	487.904
2	35	2774.83
2	36	3752.18
2	37	2954.55
2	38	2558.51
2	39	1216.43
2	40	2032.73
2	41	6975.51
2	42	22868
3	0	13749.6
3	1	7382.61
3	2	3775.19
3	3	2870.24
3	4	4061.06
3	5	1250.55
3	6	714.338
3	7	1452.34
3	8	1227.82
3	9	741.978
3	10	852.799
3	11	932.265
3	12	597.374
3	13	474.373
3	14	268.799
3	15	366.596
3	16	996.855
3	17	623.678
3	18	629.249
3	19	695.63
3	20	555.521
3	21	271.037
3	22	218.231
3	23	193.517
3	24	734.101
3	25	165.033
3	26	260.51
3	27	360.424
3	28	610.224
3	29	1623.38
3	30	684.739
3	31	395.479
3	32	359.056
3	33	1182.05
3	34	1606.83
3	35	266.14
3	36	3497.98
3	37	1764.02
3	38	1847.58
3	39	1652.64
3	40	1386.13
3	41	6299.46
3	42	8204.43
4	0	14029.5
4	1	7975.7
4	2	2258.59
4	3	1199.47
4	4	1175.29
4	5	2309.87
4	6	1304.76
4	7	1113.17
4	8	1606.07
4	9	497.842
4	10	344.477
4	11	461.435
4	12	260.801
4	13	271.247
4	14	745.531
4	15	192.604
4	16	236.948
4	17	208.056
4	18	625.378
4	19	490.845
4	20	531.424
4	21	608.756
4	22	403.38
4	23	175.181
4	24	481.404
4	25	416.187
4	26	778.682
4	27	323.706
4	28	424.44
4	29	1894.39
