0	0	15
0	1	16
0	2	14
0	3	14
0	4	13
0	5	13
0	6	13
0	7	13
0	8	13
0	9	14
0	10	13
0	11	14
0	12	12
0	13	13
0	14	13
0	15	14
0	16	13
0	17	14
0	18	14
0	19	14
0	20	14
0	21	15
0	22	15
0	23	14
0	24	14
0	25	14
0	26	14
0	27	14
0	28	13
0	29	13
0	30	13
0	31	13
0	32	13
0	33	14
0	34	14
0	35	14
0	36	14
0	37	13
0	38	13
0	39	13
0	40	14
0	41	14
0	42	14
1	0	15
1	1	16
1	2	16
1	3	15
1	4	13
1	5	13
1	6	14
1	7	14
1	8	14
1	9	14
1	10	13
1	11	14
1	12	14
1	13	13
1	14	13
1	15	14
1	16	14
1	17	14
1	18	14
1	19	14
1	20	14
1	21	15
1	22	14
1	23	14
1	24	13
1	25	13
1	26	14
1	27	14
1	28	13
1	29	13
1	30	13
1	31	13
1	32	14
1	33	14
1	34	14
1	35	14
1	36	14
1	37	14
1	38	14
1	39	14
1	40	14
1	41	14
1	42	14
2	0	14
2	1	15
2	2	15
2	3	15
2	4	14
2	5	14
2	6	14
2	7	14
2	8	14
2	9	14
2	10	14
2	11	14
2	12	13
2	13	13
2	14	13
2	15	14
2	16	14
2	17	17
2	18	16
2	19	14
2	20	14
2	21	14
2	22	14
2	23	14
2	24	14
2	25	14
2	26	14
2	27	14
2	28	14
2	29	14
2	30	14
2	31	15
2	32	14
2	33	14
2	34	14
2	35	14
2	36	14
2	37	14
2	38	14
2	39	14
2	40	14
2	41	16
2	42	15
3	0	14
3	1	14
3	2	14
3	3	15
3	4	15
3	5	15
3	6	14
3	7	14
3	8	13
3	9	13
3	10	14
3	11	14
3	12	14
3	13	14
3	14	14
3	15	14
3	16	15
3	17	15
3	18	16
3	19	14
3	20	15
3	21	14
3	22	14
3	23	14
3	24	14
3	25	14
3	26	15
3	27	14
3	28	14
3	29	14
3	30	15
3	31	14
3	32	14
3	33	14
3	34	13
3	35	14
3	36	14
3	37	13
3	38	14
3	39	14
3	40	14
3	41	15
3	42	15
4	0	14
4	1	14
4	2	14
4	3	14
4	4	15
4	5	15
4	6	14
4	7	14
4	8	14
4	9	14
4	10	15
4	11	14
4	12	14
4	13	12
4	14	14
4	15	14
4	16	14
4	17	15
4	18	13
4	19	13
4	20	13
4	21	13
4	22	13
4	23	15
4	24	15
4	25	14
4	26	14
4	27	14
4	28	14
4	29	15
4	30	13
4	31	13
4	32	14
4	33	14
4	34	13
4	35	14
4	36	14
4	37	13
4	38	13
4	39	13
4	40	15
4	41	15
4	42	14
5	0	14
5	1	14
5	2	13
5	3	14
5	4	14
5	5	14
5	6	14
5	7	14
5	8	14
5	9	14
5	10	15
5	11	15
5	12	15
5	13	14
5	14	14
5	15	14
5	16	14
5	17	15
5	18	14
5	19	14
5	20	13
5	21	13
5	22	13
5	23	14
5	24	14
5	25	13
5	26	14
5	27	14
5	28	13
5	29	14
5	30	14
5	31	14
5	32	14
5	33	14
5	34	14
5	35	14
5	36	14
5	37	14
5	38	13
5	39	13
5	40	14
5	41	15
5	42	14
6	0	14
6	1	14
6	2	13
6	3	14
6	4	14
6	5	15
6	6	15
6	7	15
6	8	15
6	9	15
6	10	14
6	11	15
6	12	15
6	13	13
6	14	13
6	15	14
6	16	14
6	17	14
6	18	14
6	19	14
6	20	14
6	21	13
6	22	13
6	23	14
6	24	14
6	25	13
6	26	13
6	27	13
6	28	14
6	29	14
6	30	15
6	31	14
6	32	14
6	33	14
6	34	14
6	35	15
6	36	14
6	37	14
6	38	13
6	39	13
6	40	13
6	41	14
6	42	14
7	0	14
7	1	14
7	2	13
7	3	14
7	4	13
7	5	15
7	6	15
7	7	16
7	8	16
7	9	16
7	10	14
7	11	14
7	12	15
7	13	13
7	14	13
7	15	14
7	16	14
7	17	14
7	18	14
7	19	14
7	20	14
7	21	14
7	22	14
7	23	14
7	24	14
7	25	13
7	26	13
7	27	14
7	28	14
7	29	14
7	30	15
7	31	15
7	32	15
7	33	17
7	34	16
7	35	15
7	36	15
7	37	14
7	38	13
7	39	13
7	40	14
7	41	14
7	42	14
8	0	14
8	1	14
8	2	14
8	3	14
8	4	13
8	5	15
8	6	15
8	7	15
8	8	15
8	9	15
8	10	14
8	11	14
8	12	14
8	13	14
8	14	13
8	15	14
8	16	13
8	17	13
8	18	14
8	19	14
8	20	14
8	21	14
8	22	14
8	23	14
8	24	14
8	25	14
8	26	13
8	27	13
8	28	13
8	29	14
8	30	14
8	31	16
8	32	14
8	33	13
8	34	14
8	35	15
8	36	15
8	37	14
8	38	15
8	39	15
8	40	14
8	41	15
8	42	14
9	0	14
9	1	14
9	2	14
9	3	15
9	4	14
9	5	14
9	6	15
9	7	15
9	8	15
9	9	15
9	10	15
9	11	14
9	12	14
9	13	13
9	14	14
9	15	13
9	16	13
9	17	13
9	18	14
9	19	14
9	20	14
9	21	14
9	22	14
9	23	14
9	24	14
9	25	14
9	26	14
9	27	14
9	28	14
9	29	14
9	30	14
9	31	14
9	32	14
9	33	14
9	34	14
9	35	15
9	36	15
9	37	14
9	38	14
9	39	14
9	40	14
9	41	14
9	42	15
10	0	13
10	1	14
10	2	15
10	3	15
10	4	15
10	5	15
10	6	15
10	7	15
10	8	15
10	9	15
10	10	15
10	11	13
10	12	15
10	13	14
10	14	13
10	15	14
10	16	13
10	17	14
10	18	14
10	19	14
10	20	15
10	21	14
10	22	14
10	23	14
10	24	14
10	25	14
10	26	14
10	27	14
10	28	14
10	29	14
10	30	14
10	31	14
10	32	14
10	33	14
10	34	14
10	35	14
10	36	15
10	37	16
10	38	14
10	39	14
10	40	14
10	41	14
10	42	13
11	0	15
11	1	15
11	2	14
11	3	16
11	4	15
11	5	14
11	6	14
11	7	14
11	8	15
11	9	15
11	10	15
11	11	14
11	12	16
11	13	14
11	14	14
11	15	14
11	16	14
11	17	14
11	18	14
11	19	14
11	20	12
11	21	15
11	22	14
11	23	14
11	24	14
11	25	14
11	26	14
11	27	14
11	28	14
11	29	14
11	30	15
11	31	15
11	32	14
11	33	15
11	34	15
11	35	15
11	36	15
11	37	15
11	38	14
11	39	14
11	40	14
11	41	14
11	42	14
12	0	15
12	1	15
12	2	14
12	3	15
12	4	15
12	5	14
12	6	14
12	7	15
12	8	15
12	9	15
12	10	15
12	11	13
12	12	15
12	13	15
12	14	14
12	15	14
12	16	14
12	17	14
12	18	14
12	19	14
12	20	12
12	21	12
12	22	14
12	23	13
12	24	16
12	25	14
12	26	14
12	27	14
12	28	14
12	29	14
12	30	15
12	31	15
12	32	14
12	33	14
12	34	15
12	35	15
12	36	15
12	37	15
12	38	15
12	39	15
12	40	15
12	41	14
12	42	15
13	0	15
13	1	15
13	2	15
13	3	16
13	4	16
13	5	14
13	6	14
13	7	15
13	8	15
13	9	16
13	10	15
13	11	15
13	12	14
13	13	14
13	14	13
13	15	14
13	16	14
13	17	14
13	18	14
13	19	14
13	20	14
13	21	14
13	22	14
13	23	14
13	24	15
13	25	15
13	26	14
13	27	14
13	28	13
13	29	15
13	30	15
13	31	15
13	32	15
13	33	15
13	34	15
13	35	15
13	36	15
13	37	16
13	38	14
13	39	16
13	40	16
13	41	14
13	42	15
14	0	14
14	1	14
14	2	15
14	3	15
14	4	16
14	5	14
14	6	14
14	7	15
14	8	15
14	9	15
14	10	15
14	11	15
14	12	14
14	13	14
14	14	14
14	15	14
14	16	14
14	17	14
14	18	14
14	19	14
14	20	14
14	21	14
14	22	14
14	23	14
14	24	14
14	25	14
14	26	14
14	27	14
14	28	14
14	29	15
14	30	15
14	31	15
14	32	15
14	33	15
14	34	15
14	35	16
14	36	15
14	37	14
14	38	14
14	39	13
14	40	15
14	41	15
14	42	15
15	0	14
15	1	14
15	2	14
15	3	15
15	4	15
15	5	14
15	6	14
15	7	15
15	8	14
15	9	15
15	10	14
15	11	13
15	12	14
15	13	14
15	14	14
15	15	14
15	16	14
15	17	14
15	18	14
15	19	14
15	20	14
15	21	14
15	22	14
15	23	15
15	24	15
15	25	14
15	26	16
15	27	14
15	28	14
15	29	16
15	30	15
15	31	15
15	32	15
15	33	14
15	34	15
15	35	14
15	36	14
15	37	14
15	38	14
15	39	14
15	40	15
15	41	15
15	42	15
16	0	13
16	1	14
16	2	15
16	3	14
16	4	15
16	5	14
16	6	15
16	7	14
16	8	14
16	9	14
16	10	14
16	11	13
16	12	14
16	13	15
16	14	14
16	15	14
16	16	14
16	17	14
16	18	14
16	19	14
16	20	14
16	21	14
16	22	14
16	23	13
16	24	12
16	25	13
16	26	13
16	27	14
16	28	14
